"","column_label","p","label","split"
"CHEMBL45:D000505","1",0.00140157084925022,0,3
"CHEMBL45:D002761","1",0.000554480987742425,0,4
"CHEMBL45:D005705","1",0.00196096583432059,0,5
"CHEMBL45:D007951","1",0.00389506859069733,0,1
"CHEMBL45:D009260","1",0.00455010824863468,0,2
"CHEMBL45:D010689","1",0.0041325677048525,0,3
"CHEMBL45:D011470","1",0.00220864462880236,0,4
"CHEMBL45:D012393","1",0.00126660785875365,0,5
"CHEMBL450:D000076385","1",0.000710087391592284,0,1
"CHEMBL450:D001749","1",0.00111478773469757,0,2
"CHEMBL450:D003248","1",0.00107279469895046,0,3
"CHEMBL450:D005705","1",0.00110028547352939,0,4
"CHEMBL450:D006547","1",0.000982076323607265,0,5
"CHEMBL450:D008113","1",0.0011513134986182,0,1
"CHEMBL450:D010001","1",0.00108009151777135,0,2
"CHEMBL450:D010689","1",0.00400715738611528,0,3
"CHEMBL450:D011470","1",0.00111609527634672,0,4
"CHEMBL450:D012878","1",0.00396351641360135,0,5
"CHEMBL45029:D000380","1",0.0026971415181828,0,1
"CHEMBL45029:D002761","1",0.000816134973050247,0,2
"CHEMBL45029:D004381","1",0.00117989889942705,0,3
"CHEMBL45029:D006177","1",0.0011275599539376,0,4
"CHEMBL45029:D007951","1",0.00308956868378151,0,5
"CHEMBL45029:D009260","1",0.00500904906146164,0,1
"CHEMBL45029:D010437","1",0.00111351104033906,0,2
"CHEMBL45029:D011030","1",0.0010488559141726,0,3
"CHEMBL45029:D012005","1",0.000819707306883325,0,4
"CHEMBL451:D000076385","1",0.0057229441237509,0,5
"CHEMBL451:D000505","1",0.000859516491218354,0,1
"CHEMBL451:D002761","1",0.000779179457143111,0,2
"CHEMBL451:D005705","1",0.000921845581498005,0,3
"CHEMBL451:D007951","1",0.00356078587461651,0,4
"CHEMBL451:D009260","1",0.00279520059758315,0,5
"CHEMBL451:D010689","1",0.00458369411958296,0,1
"CHEMBL451:D011470","1",0.000968212536798482,0,2
"CHEMBL451:D012393","1",0.00109948439338116,0,3
"CHEMBL451:D017098","1",0.000506013812059063,0,4
"CHEMBL452:D000419","1",0.00135415319224551,0,5
"CHEMBL452:D001172","1",0.00214759797181228,0,1
"CHEMBL452:D001749","1",0.00229508244302861,0,2
"CHEMBL452:D002280","1",0.00202093633916574,0,3
"CHEMBL452:D002761","1",0.00168691162235525,0,4
"CHEMBL452:D003248","1",0.00110262541102833,0,5
"CHEMBL452:D004381","1",0.00213765343660822,0,1
"CHEMBL452:D005076","1",0.00349626626612171,0,2
"CHEMBL452:D005764","1",0.0395018774224437,0,3
"CHEMBL452:D006471","1",0.00359634885358978,0,4
"CHEMBL452:D007676","1",0.00132612483905438,0,5
"CHEMBL452:D008113","1",0.149440537226717,0,1
"CHEMBL452:D008286","1",0.00405276434116482,0,2
"CHEMBL452:D010001","1",0.00107684639496594,0,3
"CHEMBL452:D010538","1",0.00095734106201311,0,4
"CHEMBL452:D011030","1",0.0963986252602723,0,5
"CHEMBL452:D011472","1",0.00381831717282007,0,1
"CHEMBL452:D011704","1",0.00434987876707338,0,2
"CHEMBL452:D012852","1",0.000958834599631238,0,3
"CHEMBL452:D013921","1",0.00305244440064619,0,4
"CHEMBL452:D015179","1",0.000682459942347106,0,5
"CHEMBL452:D017492","1",0.00100173975339408,0,1
"CHEMBL452:D043183","1",0.00108686304202767,0,2
"CHEMBL452231:D000076385","1",0.00108801614733701,0,3
"CHEMBL452231:D001281","1",0.000584252947724498,0,4
"CHEMBL452231:D002764","1",0.00071240951093559,0,5
"CHEMBL452231:D005705","1",0.000802893187342694,0,1
"CHEMBL452231:D008881","1",0.0229399173882901,0,2
"CHEMBL452231:D010001","1",0.000927385663115547,0,3
"CHEMBL452231:D011111","1",0.00529093103849456,0,4
"CHEMBL452231:D013345","1",0.00117081196572488,0,5
"CHEMBL452231:D017098","1",0.00100065216052352,0,1
"CHEMBL454:D000230","1",0.001243948426717,0,2
"CHEMBL454:D001201","1",0.00292432556050007,0,3
"CHEMBL454:D002280","1",0.00679729681296732,0,4
"CHEMBL454:D002761","1",0.00141659054320563,0,5
"CHEMBL454:D003248","1",0.00103826474587169,0,1
"CHEMBL454:D004415","1",0.00517208154485371,0,2
"CHEMBL454:D005076","1",0.00268102475649957,0,3
"CHEMBL454:D006042","1",0.00272859560596606,0,4
"CHEMBL454:D006552","1",0.00108876035487597,0,5
"CHEMBL454:D007889","1",0.000663134961272366,0,1
"CHEMBL454:D008180","1",0.00176330029446693,0,2
"CHEMBL454:D009447","1",0.000913150601616397,0,3
"CHEMBL454:D010195","1",0.00114510078002107,0,4
"CHEMBL454:D011141","1",0.00478843717338947,0,5
"CHEMBL454:D011565","1",0.000707360527309018,0,1
"CHEMBL454:D013167","1",0.000667658495030417,0,2
"CHEMBL454:D015155","1",0.00101435141712879,0,3
"CHEMBL454:D016883","1",0.00125775418511627,0,4
"CHEMBL454:D034381","1",0.000942910267973197,0,5
"CHEMBL454:D065631","1",0.00234032724186982,0,1
"CHEMBL454446:D000647","1",0.00103339196615723,0,2
"CHEMBL454446:D002543","1",0.0012003396842862,0,3
"CHEMBL454446:D006177","1",0.00106234859727115,0,4
"CHEMBL454446:D008113","1",0.00111197933958136,0,5
"CHEMBL454446:D009798","1",0.0010681909893362,0,1
"CHEMBL454446:D011111","1",0.00491663557350599,0,2
"CHEMBL454446:D013345","1",0.0011947216865491,0,3
"CHEMBL454446:D015837","1",0.00295535473700489,0,4
"CHEMBL454801:D000076385","1",0.00327792847469565,0,5
"CHEMBL454801:D001851","1",0.00342092871622151,0,1
"CHEMBL454801:D003731","1",0.00102719794817088,0,2
"CHEMBL454801:D006429","1",0.00632467396955912,0,3
"CHEMBL454801:D009260","1",0.00508536611944271,0,4
"CHEMBL454801:D010996","1",0.00475957063007421,0,5
"CHEMBL454801:D011472","1",0.00368197467495166,0,1
"CHEMBL454801:D013964","1",0.000981412525745767,0,2
"CHEMBL454801:D014717","1",0.00105670455412575,0,3
"CHEMBL455:D000067877","1",0.00127609486833808,0,4
"CHEMBL455:D000230","1",0.00110068234820673,0,5
"CHEMBL455:D000647","1",0.000965302982041832,0,1
"CHEMBL455:D000856","1",0.00105985574858581,0,2
"CHEMBL455:D001172","1",0.00109462153765675,0,3
"CHEMBL455:D001289","1",0.00109855755002698,0,4
"CHEMBL455:D002280","1",0.00093753853655206,0,5
"CHEMBL455:D002543","1",0.00105252229862231,0,1
"CHEMBL455:D002764","1",0.000742283307712937,0,2
"CHEMBL455:D003324","1",0.00150083154178483,0,3
"CHEMBL455:D003863","1",0.00111809507938118,0,4
"CHEMBL455:D004415","1",0.00371182703159573,0,5
"CHEMBL455:D005348","1",0.00287635221722246,0,1
"CHEMBL455:D005921","1",0.0010316885884828,0,2
"CHEMBL455:D006327","1",0.00103824947205772,0,3
"CHEMBL455:D006484","1",0.0010840974549228,0,4
"CHEMBL455:D006627","1",0.0011634938549795,0,5
"CHEMBL455:D007018","1",0.00115907988116884,0,1
"CHEMBL455:D007676","1",0.00105307926863008,0,2
"CHEMBL455:D008113","1",0.00722002527205979,0,3
"CHEMBL455:D008286","1",0.00382893926085538,0,4
"CHEMBL455:D009203","1",0.000983784788322139,0,5
"CHEMBL455:D009765","1",0.00110769072605287,0,1
"CHEMBL455:D010003","1",0.00100958334583025,0,2
"CHEMBL455:D010437","1",0.00104836223163133,0,3
"CHEMBL455:D011030","1",0.000982559700322387,0,4
"CHEMBL455:D011655","1",0.00113216232375801,0,5
"CHEMBL455:D012852","1",0.00111137923313989,0,1
"CHEMBL455:D013313","1",0.00107394860115576,0,2
"CHEMBL455:D013921","1",0.00351768102236874,0,3
"CHEMBL455:D015155","1",0.00117497175920609,0,4
"CHEMBL455:D016055","1",0.00373288251428402,0,5
"CHEMBL455:D018798","1",0.00104988538806268,0,1
"CHEMBL455:D043183","1",0.00106391851075256,0,2
"CHEMBL455:D065631","1",0.00117337455719259,0,3
"CHEMBL4559134:D001281","1",0.000979364269255608,0,4
"CHEMBL4559134:D005705","1",0.000984152326476238,0,5
"CHEMBL4559134:D010001","1",0.00107635196133611,0,1
"CHEMBL4559134:D012393","1",0.00107154113191655,0,2
"CHEMBL4559134:D017098","1",0.00112158362458204,0,3
"CHEMBL456:D000076385","1",0.000917683454885907,0,4
"CHEMBL456:D001281","1",0.00339994379719167,0,5
"CHEMBL456:D002543","1",0.00404060197730394,0,1
"CHEMBL456:D005705","1",0.000907799298809597,0,2
"CHEMBL456:D008010","1",0.00104637432769423,0,3
"CHEMBL456:D009260","1",0.00365268255509525,0,4
"CHEMBL456:D010689","1",0.00364762304902155,0,5
"CHEMBL456:D011470","1",0.00101044208077243,0,1
"CHEMBL456:D012878","1",0.00358871079044949,0,2
"CHEMBL456:D014717","1",0.0011687214802207,0,3
"CHEMBL457:D000076385","1",0.00130850504123139,0,4
"CHEMBL457:D000419","1",0.00074444431067719,0,5
"CHEMBL457:D001851","1",0.00313176969114286,0,1
"CHEMBL457:D002543","1",0.00119085936748484,0,2
"CHEMBL457:D003424","1",0.0717796371609808,0,3
"CHEMBL457:D005348","1",0.00366608494844166,0,4
"CHEMBL457:D006177","1",0.0018035593847699,0,5
"CHEMBL457:D007762","1",0.00468656832997919,0,1
"CHEMBL457:D008268","1",0.00103077944057136,0,2
"CHEMBL457:D009447","1",0.000835525416653255,0,3
"CHEMBL457:D010031","1",0.00112392183723946,0,4
"CHEMBL457:D010996","1",0.00415072395157789,0,5
"CHEMBL457:D011472","1",0.00336352878168275,0,1
"CHEMBL457:D012626","1",0.0157011158653839,0,2
"CHEMBL457:D013575","1",0.00784978804537302,0,3
"CHEMBL457:D014648","1",0.00784303005607066,0,4
"CHEMBL457:D017492","1",0.000966546875472226,0,5
"CHEMBL457:D065631","1",0.0481561927216078,0,1
"CHEMBL457299:D000647","1",0.00102197135633081,0,2
"CHEMBL457299:D002386","1",0.000953423328868384,0,3
"CHEMBL457299:D003922","1",0.00365817161094378,0,4
"CHEMBL457299:D006073","1",0.000936924272816584,0,5
"CHEMBL457299:D008268","1",0.00112559250281647,0,1
"CHEMBL457299:D010001","1",0.00117071812231072,0,2
"CHEMBL457299:D012163","1",0.0010347838490479,0,3
"CHEMBL457299:D013167","1",0.0011385834060248,0,4
"CHEMBL457299:D015228","1",0.000809304305353564,0,5
"CHEMBL457547:D000067877","1",0.00100418504592713,0,1
"CHEMBL457547:D000544","1",0.000889672857659601,0,2
"CHEMBL457547:D000856","1",0.00106563286069856,0,3
"CHEMBL457547:D001249","1",0.000701997211817952,0,4
"CHEMBL457547:D002280","1",0.000906618907023298,0,5
"CHEMBL457547:D002481","1",0.00573916770048214,0,1
"CHEMBL457547:D003731","1",0.00103157364316283,0,2
"CHEMBL457547:D004485","1",0.000868229406950347,0,3
"CHEMBL457547:D005901","1",0.0438464958759756,0,4
"CHEMBL457547:D006973","1",0.00163523469139262,0,5
"CHEMBL457547:D007319","1",0.0876823531219511,0,1
"CHEMBL457547:D007889","1",0.000968642514058964,0,2
"CHEMBL457547:D008180","1",0.00235101745102765,0,3
"CHEMBL457547:D009290","1",0.00109051440102618,0,4
"CHEMBL457547:D010003","1",0.00101363766872367,0,5
"CHEMBL457547:D011141","1",0.00353822357224121,0,1
"CHEMBL457547:D012163","1",0.000914775858815497,0,2
"CHEMBL457547:D013167","1",0.000853847426654267,0,3
"CHEMBL457547:D014581","1",0.0011395996525717,0,4
"CHEMBL457547:D015228","1",0.000874473140856964,0,5
"CHEMBL457547:D016491","1",0.00411207547706321,0,1
"CHEMBL457547:D019226","1",0.00427431582753195,0,2
"CHEMBL45816:D000076385","1",0.00377329490454643,0,3
"CHEMBL45816:D001851","1",0.00364273020034566,0,4
"CHEMBL45816:D003731","1",0.00116419203085591,0,5
"CHEMBL45816:D006429","1",0.00594002977898406,0,1
"CHEMBL45816:D009260","1",0.0045532584007771,0,2
"CHEMBL45816:D010996","1",0.00473290195467795,0,3
"CHEMBL45816:D011472","1",0.00400899116093335,0,4
"CHEMBL45816:D013964","1",0.000858117922713044,0,5
"CHEMBL45816:D017098","1",0.000917823915783026,0,1
"CHEMBL459:D000505","1",0.0340049997239869,0,2
"CHEMBL459:D003424","1",0.000748569467219431,0,3
"CHEMBL459:D006177","1",0.00123277626899338,0,4
"CHEMBL459:D008228","1",0.000460535212009063,0,5
"CHEMBL459:D010538","1",0.00154701194063794,0,1
"CHEMBL459:D011470","1",0.000813882320698682,0,2
"CHEMBL459:D012878","1",0.0036895907847423,0,3
"CHEMBL459:D017098","1",0.000835865291329291,0,4
"CHEMBL459324:D001064","1",0.00307227624942916,0,5
"CHEMBL459324:D001991","1",0.00444748269794049,0,1
"CHEMBL459324:D002481","1",0.00305720994028925,0,2
"CHEMBL459324:D004415","1",0.00460333119891503,0,3
"CHEMBL459324:D005756","1",0.00352229254113904,0,4
"CHEMBL459324:D006333","1",0.00358489174050308,0,5
"CHEMBL459324:D006689","1",0.00350154982790397,0,1
"CHEMBL459324:D007951","1",0.00280047683356349,0,2
"CHEMBL459324:D008286","1",0.00334041974683823,0,3
"CHEMBL459324:D010195","1",0.00499513418159786,0,4
"CHEMBL459324:D011141","1",0.00423430577506057,0,5
"CHEMBL459324:D011565","1",0.00391265432706938,0,1
"CHEMBL459324:D013276","1",0.00442495328574095,0,2
"CHEMBL459324:D015155","1",0.00329999244979167,0,3
"CHEMBL459324:D017492","1",0.0034363401297196,0,4
"CHEMBL4596392:D000075224","1",0.00344607325787777,0,5
"CHEMBL4596392:D000437","1",0.000885019326698992,0,1
"CHEMBL4596392:D001008","1",0.0012029171379113,0,2
"CHEMBL4596392:D002543","1",0.000992899217518009,0,3
"CHEMBL4596392:D003424","1",0.0116302815357268,0,4
"CHEMBL4596392:D005705","1",0.000812417822019847,0,5
"CHEMBL4596392:D006547","1",0.000842046106506636,0,1
"CHEMBL4596392:D008268","1",0.0011498417148004,0,2
"CHEMBL4596392:D009798","1",0.00137000592528753,0,3
"CHEMBL4596392:D012005","1",0.00116976270223649,0,4
"CHEMBL4596392:D013575","1",0.00270320390136906,0,5
"CHEMBL4596392:D050197","1",0.00137794929063107,0,1
"CHEMBL46:D000505","1",0.000466568879851331,0,2
"CHEMBL46:D006177","1",0.000934394297275767,0,3
"CHEMBL46:D009447","1",0.00108128999403002,0,4
"CHEMBL46:D011565","1",0.00085626044493117,0,5
"CHEMBL460:D000076385","1",0.0010657044958334,0,1
"CHEMBL460:D001749","1",0.00201183137912537,0,2
"CHEMBL460:D003424","1",0.00212870801642506,0,3
"CHEMBL460:D006177","1",0.00444196529432716,0,4
"CHEMBL460:D008113","1",0.121017673999695,0,5
"CHEMBL460:D010001","1",0.000678429403666953,0,1
"CHEMBL460:D011030","1",0.111002674144889,0,2
"CHEMBL460:D012005","1",0.000910693736756219,0,3
"CHEMBL460:D017098","1",0.0167505842257112,0,4
"CHEMBL460291:D000505","1",0.0369559480580999,0,5
"CHEMBL460291:D003424","1",0.000869924589413174,0,1
"CHEMBL460291:D006177","1",0.00119725474763914,0,2
"CHEMBL460291:D008228","1",0.000475045743759016,0,3
"CHEMBL460291:D010538","1",0.00125889221206972,0,4
"CHEMBL460291:D011470","1",0.000773555447066811,0,5
"CHEMBL460291:D012878","1",0.0035607963989794,0,1
"CHEMBL460291:D017098","1",0.000789695606037327,0,2
"CHEMBL461101:D001851","1",0.0034696109059846,0,3
"CHEMBL461101:D005705","1",0.00273421443644894,0,4
"CHEMBL461101:D007762","1",0.00361528655551241,0,5
"CHEMBL461101:D010538","1",0.00427016347525006,0,1
"CHEMBL461101:D012393","1",0.00299915309311917,0,2
"CHEMBL461101:D014060","1",0.00409076750326757,0,3
"CHEMBL462605:D000230","1",0.00112730251344609,0,4
"CHEMBL462605:D000740","1",0.00103891582834977,0,5
"CHEMBL462605:D001749","1",0.00109548932658299,0,1
"CHEMBL462605:D002481","1",0.00592983654736747,0,2
"CHEMBL462605:D003093","1",0.000841190725119482,0,3
"CHEMBL462605:D005076","1",0.00700120280466313,0,4
"CHEMBL462605:D006073","1",0.0413274218980507,0,5
"CHEMBL462605:D006689","1",0.000975367236351057,0,1
"CHEMBL462605:D008113","1",0.00106494196665372,0,2
"CHEMBL462605:D008286","1",0.0049562612862659,0,3
"CHEMBL462605:D010001","1",0.001549852948874,0,4
"CHEMBL462605:D010689","1",0.00367674189310573,0,5
"CHEMBL462605:D011111","1",0.00400328809381283,0,1
"CHEMBL462605:D011565","1",0.00120386815377647,0,2
"CHEMBL462605:D012626","1",0.000542573442825837,0,3
"CHEMBL462605:D013276","1",0.00104593446908672,0,4
"CHEMBL462605:D015179","1",0.00111416320851858,0,5
"CHEMBL462605:D020246","1",0.00110077232853242,0,1
"CHEMBL464:D000076385","1",0.00109179668896831,0,2
"CHEMBL464:D000544","1",0.0015357458478679,0,3
"CHEMBL464:D001281","1",0.0010620388644645,0,4
"CHEMBL464:D002544","1",0.00263965798989038,0,5
"CHEMBL464:D003680","1",0.00375553795866252,0,1
"CHEMBL464:D006177","1",0.000954027805491401,0,2
"CHEMBL464:D007037","1",0.00862223576671347,0,3
"CHEMBL464:D008881","1",0.000767903625726639,0,4
"CHEMBL464:D010001","1",0.000926550067308214,0,5
"CHEMBL464:D012891","1",0.00111266041196363,0,1
"CHEMBL464:D013771","1",0.117859864243807,0,2
"CHEMBL464:D051436","1",0.000727126139107574,0,3
"CHEMBL46469:D000419","1",0.00103961296481929,0,4
"CHEMBL46469:D000856","1",0.00103382678544973,0,5
"CHEMBL46469:D001851","1",0.00534026665216032,0,1
"CHEMBL46469:D002764","1",0.000849389758106009,0,2
"CHEMBL46469:D005348","1",0.00310794413479858,0,3
"CHEMBL46469:D006429","1",0.00472309562204261,0,4
"CHEMBL46469:D008113","1",0.000961627772026462,0,5
"CHEMBL46469:D009443","1",0.00420197143441394,0,1
"CHEMBL46469:D010689","1",0.00474704505507696,0,2
"CHEMBL46469:D013345","1",0.0010708381339067,0,3
"CHEMBL46469:D019966","1",0.00377350357085485,0,4
"CHEMBL465026:D000083242","1",0.00106518506101379,0,5
"CHEMBL465026:D001008","1",0.00102415234148067,0,1
"CHEMBL465026:D002280","1",0.000972703465715369,0,2
"CHEMBL465026:D002544","1",0.00319238980534406,0,3
"CHEMBL465026:D003924","1",0.00310990196016652,0,4
"CHEMBL465026:D006042","1",0.000902469759067161,0,5
"CHEMBL465026:D007022","1",0.00463210898459535,0,1
"CHEMBL465026:D008175","1",0.000847607934753037,0,2
"CHEMBL465026:D008881","1",0.000775087378061135,0,3
"CHEMBL465026:D009771","1",0.00101620748074176,0,4
"CHEMBL465026:D010300","1",0.00210317687943687,0,5
"CHEMBL465026:D012559","1",0.00263953369959021,0,1
"CHEMBL465026:D013313","1",0.0011232922746378,0,2
"CHEMBL465026:D015228","1",0.00189456202227894,0,3
"CHEMBL465026:D016883","1",0.00107606926152504,0,4
"CHEMBL46516:D000076385","1",0.00116536875101164,0,5
"CHEMBL46516:D001749","1",0.00212956487073711,0,1
"CHEMBL46516:D003424","1",0.00227743212545255,0,2
"CHEMBL46516:D006177","1",0.00524455424956636,0,3
"CHEMBL46516:D008113","1",0.121887158868015,0,4
"CHEMBL46516:D010001","1",0.000845416514509141,0,5
"CHEMBL46516:D011030","1",0.110942636737401,0,1
"CHEMBL46516:D012005","1",0.00108687300551518,0,2
"CHEMBL46516:D017098","1",0.0152963292821474,0,3
"CHEMBL467:D000083242","1",0.0010437970185672,0,4
"CHEMBL467:D000505","1",0.00515334700833731,0,5
"CHEMBL467:D001008","1",0.00107142802400861,0,1
"CHEMBL467:D002349","1",0.00061334337760666,0,2
"CHEMBL467:D002546","1",0.00367128549448153,0,3
"CHEMBL467:D003863","1",0.00608328826868335,0,4
"CHEMBL467:D005901","1",0.00143542907866318,0,5
"CHEMBL467:D006547","1",0.00471765228712128,0,1
"CHEMBL467:D007766","1",0.00373510679177007,0,2
"CHEMBL467:D008881","1",0.00804170241403271,0,3
"CHEMBL467:D009798","1",0.0100556035081769,0,4
"CHEMBL467:D011030","1",0.000945967834483544,0,5
"CHEMBL467:D012393","1",0.000880439315678924,0,1
"CHEMBL467:D013575","1",0.00360519383194207,0,2
"CHEMBL467:D014717","1",0.00085822483981868,0,3
"CHEMBL467:D017098","1",0.000477771928087151,0,4
"CHEMBL468:D000067877","1",0.000644745443974542,0,5
"CHEMBL468:D000152","1",0.00194401632683536,0,1
"CHEMBL468:D000505","1",0.00350314055814847,0,2
"CHEMBL468:D000787","1",0.000586961165008786,0,3
"CHEMBL468:D001172","1",0.233408894409028,1,4
"CHEMBL468:D001851","1",0.00483596310716582,0,5
"CHEMBL468:D002543","1",0.00353865749959929,0,1
"CHEMBL468:D003324","1",0.00397280989163538,0,2
"CHEMBL468:D003922","1",0.190631582828721,0,3
"CHEMBL468:D005705","1",0.00053012616554268,0,4
"CHEMBL468:D006177","1",0.00211292034187415,0,5
"CHEMBL468:D006973","1",0.000859783154846346,0,1
"CHEMBL468:D007676","1",0.000757539406350944,0,2
"CHEMBL468:D008175","1",0.000611031411338499,0,3
"CHEMBL468:D009202","1",0.00152022369089699,0,4
"CHEMBL468:D009443","1",0.00517002219558402,0,5
"CHEMBL468:D010001","1",0.000705964131225666,0,1
"CHEMBL468:D010538","1",0.000899668766747466,0,2
"CHEMBL468:D011111","1",0.00364879462789643,0,3
"CHEMBL468:D012005","1",0.0006051783701937,0,4
"CHEMBL468:D012626","1",0.00260767728310996,0,5
"CHEMBL468:D013118","1",0.00101828878650348,0,1
"CHEMBL468:D013575","1",0.00313691163408819,0,2
"CHEMBL468:D014029","1",0.00349072278336273,0,3
"CHEMBL468:D015228","1",0.0438927331129079,0,4
"CHEMBL468:D017098","1",0.000852525463751358,0,5
"CHEMBL468:D050197","1",0.000705024979182019,0,1
"CHEMBL469:D000230","1",0.00113965217345155,0,2
"CHEMBL469:D001851","1",0.0042226374169538,0,3
"CHEMBL469:D003248","1",0.00105857774909339,0,4
"CHEMBL469:D004415","1",0.00432045190345834,0,5
"CHEMBL469:D005705","1",0.000784896074976052,0,1
"CHEMBL469:D006471","1",0.00329313429657378,0,2
"CHEMBL469:D008010","1",0.225124597813676,0,3
"CHEMBL469:D010051","1",0.000749055422548209,0,4
"CHEMBL469:D010996","1",0.00462575444601069,0,5
"CHEMBL469:D011472","1",0.00362103731568827,0,1
"CHEMBL469:D013575","1",0.00292879097938387,0,2
"CHEMBL469:D018798","1",0.00106885808257881,0,3
"CHEMBL471:D000230","1",0.000562998368530467,0,4
"CHEMBL471:D000690","1",0.000727802570326884,0,5
"CHEMBL471:D001172","1",0.00639889930859593,0,1
"CHEMBL471:D001851","1",0.00541175975731956,0,2
"CHEMBL471:D002294","1",0.00098944826846322,0,3
"CHEMBL471:D002764","1",0.00435665275275572,0,4
"CHEMBL471:D003556","1",0.00481119138898173,0,5
"CHEMBL471:D004415","1",0.00335836857673703,0,1
"CHEMBL471:D005076","1",0.00465284301470438,0,2
"CHEMBL471:D005764","1",0.000430757454678524,0,3
"CHEMBL471:D006177","1",0.00108821711311574,0,4
"CHEMBL471:D006552","1",0.00170030521728109,0,5
"CHEMBL471:D007676","1",0.000807882187891481,0,1
"CHEMBL471:D007951","1",0.00379243843380017,0,2
"CHEMBL471:D008180","1",0.0069382684575577,0,3
"CHEMBL471:D009260","1",0.00340356499029939,0,4
"CHEMBL471:D009765","1",0.0046913805610117,0,5
"CHEMBL471:D010031","1",0.0376921691751921,0,1
"CHEMBL471:D010538","1",0.00114082838073829,0,2
"CHEMBL471:D011111","1",0.00385433337228115,0,3
"CHEMBL471:D011472","1",0.00339970054909116,0,4
"CHEMBL471:D012005","1",0.00103929051283689,0,5
"CHEMBL471:D012852","1",0.000700285932147697,0,1
"CHEMBL471:D013276","1",0.00069856073849891,0,2
"CHEMBL471:D014060","1",0.00469753404087179,0,3
"CHEMBL471:D015155","1",0.000963325006902348,0,4
"CHEMBL471:D015837","1",0.0033257816079828,0,5
"CHEMBL471:D018798","1",0.000939226317037505,0,1
"CHEMBL471:D043183","1",0.000747424991551561,0,2
"CHEMBL471737:D000152","1",0.00175225788630584,0,3
"CHEMBL471737:D000647","1",0.00106481455922924,0,4
"CHEMBL471737:D003680","1",0.00428390340255255,0,5
"CHEMBL471737:D006177","1",0.00221469286034851,0,1
"CHEMBL471737:D008228","1",0.0971983018182028,0,2
"CHEMBL471737:D010538","1",0.00574133303060588,0,3
"CHEMBL471737:D011470","1",0.000811459004709122,0,4
"CHEMBL471737:D012626","1",0.000978970777057476,0,5
"CHEMBL471737:D014060","1",0.00346801385624863,0,1
"CHEMBL471737:D017492","1",0.00092788501173472,0,2
"CHEMBL472:D000380","1",0.00463190359303389,0,3
"CHEMBL472:D001943","1",0.00442083072876257,0,4
"CHEMBL472:D003680","1",0.00471342009020968,0,5
"CHEMBL472:D006547","1",0.000800196657094566,0,1
"CHEMBL472:D008228","1",0.00101895919634261,0,2
"CHEMBL472:D010001","1",0.0011606438847566,0,3
"CHEMBL472:D011030","1",0.00101111912980862,0,4
"CHEMBL472:D012005","1",0.000598679516411473,0,5
"CHEMBL472:D013575","1",0.00400205485131548,0,1
"CHEMBL472:D017098","1",0.000651395960988493,0,2
"CHEMBL473:D000230","1",0.000588750626507378,0,3
"CHEMBL473:D000690","1",0.00076004445300001,0,4
"CHEMBL473:D001172","1",0.00612959391440266,0,5
"CHEMBL473:D001851","1",0.00495652641489628,0,1
"CHEMBL473:D002294","1",0.000964797317948601,0,2
"CHEMBL473:D002769","1",0.000687148393215888,0,3
"CHEMBL473:D003680","1",0.00297428568148868,0,4
"CHEMBL473:D004485","1",0.00157355415064862,0,5
"CHEMBL473:D005348","1",0.00375477642084613,0,1
"CHEMBL473:D005921","1",0.000844849382870197,0,2
"CHEMBL473:D006429","1",0.00337182017541318,0,3
"CHEMBL473:D006689","1",0.000714359136361932,0,4
"CHEMBL473:D007766","1",0.00386483174866664,0,5
"CHEMBL473:D008105","1",0.000974975581657802,0,1
"CHEMBL473:D008286","1",0.0032698075171108,0,2
"CHEMBL473:D009443","1",0.00491535796516664,0,3
"CHEMBL473:D010001","1",0.000959971862088071,0,4
"CHEMBL473:D010300","1",0.0038624340724161,0,5
"CHEMBL473:D010998","1",0.00363247032552,0,1
"CHEMBL473:D011470","1",0.000994845228120521,0,2
"CHEMBL473:D011565","1",0.00109454172962599,0,3
"CHEMBL473:D012559","1",0.00168991291956873,0,4
"CHEMBL473:D013118","1",0.00116029581892508,0,5
"CHEMBL473:D013964","1",0.000986317367117223,0,1
"CHEMBL473:D015155","1",0.000808734835239551,0,2
"CHEMBL473:D016055","1",0.00268220604898171,0,3
"CHEMBL473:D019226","1",0.0246271400560586,0,4
"CHEMBL473:D065631","1",0.00406781573116179,0,5
"CHEMBL473417:D000380","1",0.00333141171751866,0,1
"CHEMBL473417:D000787","1",0.00293018658716699,0,2
"CHEMBL473417:D001281","1",0.00422489035816321,0,3
"CHEMBL473417:D002543","1",0.000823665325473247,0,4
"CHEMBL473417:D002769","1",0.00285991779081384,0,5
"CHEMBL473417:D004827","1",0.00375401301597402,0,1
"CHEMBL473417:D005921","1",0.00359979437594911,0,2
"CHEMBL473417:D006333","1",0.00334127104175154,0,3
"CHEMBL473417:D006937","1",0.00281212071040616,0,4
"CHEMBL473417:D007676","1",0.0036042741784953,0,5
"CHEMBL473417:D009202","1",0.00128900364744054,0,1
"CHEMBL473417:D009765","1",0.00363316830438205,0,2
"CHEMBL473417:D010538","1",0.00103944177071883,0,3
"CHEMBL473417:D011141","1",0.00340406635210099,0,4
"CHEMBL473417:D012559","1",0.00275363990788602,0,5
"CHEMBL473417:D013771","1",0.000836416479153556,0,1
"CHEMBL473417:D015155","1",0.00358419300534478,0,2
"CHEMBL473417:D016883","1",0.003701279801527,0,3
